GS,3PA,MP,3P,FG,BLK,2P,3PAr,2PA,PTS,ORB,G,FGA,PF,DRB,seasons,height,weight,Position__C,Position__C-PF,Position__C-SF,Position__PF,Position__PF-C,Position__PF-SF,Position__PG,Position__PG-SG,Position__SF,Position__SF-PF,Position__SF-SG,Position__SG,Position__SG-PG,Position__SG-SF,Salary
0.08536585365853659,0.025380710659898473,0.2394770408163265,0.009259259259259259,0.07281553398058252,0.08878504672897196,0.07808219178082192,0.1372340425531915,0.09788732394366198,0.05866249511145874,0.06376811594202898,0.6707317073170732,0.08200103145951522,0.2551928783382789,0.08935128518971848,2,196.0,83.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1789786.0
0.024390243902439025,0.0012690355329949238,0.051339285714285705,0.0,0.021844660194174755,0.02803738317757009,0.024657534246575342,0.052127659574468084,0.026056338028169018,0.016425498631208447,0.034782608695652174,0.3170731707317073,0.019597730789066528,0.10385756676557864,0.04039167686658506,2,208.0,106.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1675240.0
0.0,0.03299492385786802,0.09725765306122448,0.018518518518518517,0.06432038834951456,0.009345794392523364,0.06438356164383562,0.19893617021276594,0.08169014084507042,0.050840829096597574,0.034782608695652174,0.45121951219512196,0.07323362558019599,0.05637982195845698,0.02570379436964504,1,190.0,83.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,388384.0
0.0,0.019035532994923856,0.08354591836734693,0.006172839506172839,0.04368932038834951,0.004672897196261682,0.04657534246575343,0.18191489361702126,0.053521126760563385,0.041063746578021115,0.017391304347826087,0.2926829268292683,0.04693140794223827,0.06824925816023739,0.024479804161566705,4,190.0,81.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,805404.0
0.0,0.050761421319796954,0.07876275510204081,0.046296296296296294,0.03640776699029126,0.009345794392523364,0.02054794520547945,0.43936170212765957,0.04014084507042254,0.03832616347281971,0.008695652173913044,0.2804878048780488,0.05002578648788035,0.12166172106824927,0.015911872705018357,3,190.0,79.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,232672.0
0.1951219512195122,0.029187817258883246,0.3670280612244898,0.009259259259259259,0.2390776699029126,0.0794392523364486,0.26575342465753427,0.047872340425531915,0.34718309859154933,0.21666014861165428,0.13623188405797101,0.5487804878048781,0.2661165549252192,0.20474777448071219,0.1248470012239902,2,203.0,90.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2326722.0
0.32926829268292684,0.1383248730964467,0.4808673469387755,0.10802469135802469,0.30461165048543687,0.14018691588785046,0.2958904109589041,0.20425531914893616,0.32253521126760565,0.2585060617911615,0.2985507246376812,0.926829268292683,0.2924187725631769,0.5281899109792285,0.19828641370869032,1,208.0,98.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1208106.0
0.21951219512195122,0.015228426395939083,0.279655612244898,0.0030864197530864196,0.18203883495145629,0.018691588785046728,0.20410958904109588,0.03829787234042553,0.2359154929577465,0.16034415330465387,0.05507246376811594,0.4634146341463415,0.17895822588963384,0.1632047477744807,0.10036719706242349,2,188.0,83.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2255131.0
0.03658536585365854,0.019035532994923856,0.27519132653061223,0.0030864197530864196,0.13470873786407767,0.009345794392523364,0.1506849315068493,0.06382978723404255,0.17183098591549298,0.11067657411028549,0.04927536231884058,0.8414634146341463,0.13357400722021662,0.17507418397626112,0.08935128518971848,2,180.0,72.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,232672.0
0.0,0.0,0.17889030612244897,0.0,0.10679611650485436,0.004672897196261682,0.12054794520547946,0.003191489361702128,0.15985915492957747,0.08212749315604223,0.1246376811594203,0.5853658536585366,0.11707065497679217,0.19881305637982197,0.0624235006119951,1,193.0,83.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,599578.0
0.0,0.0012690355329949238,0.023278061224489794,0.0030864197530864196,0.015776699029126214,0.009345794392523364,0.016438356164383564,0.07021276595744681,0.019014084507042256,0.01329683222526398,0.017391304347826087,0.21951219512195122,0.01444043321299639,0.01483679525222552,0.011015911872705017,3,196.0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,214774.0
0.0,0.0038071065989847713,0.5082908163265306,0.0030864197530864196,0.44174757281553395,0.04205607476635514,0.49726027397260275,0.00425531914893617,0.5633802816901409,0.3437622213531482,0.263768115942029,0.9878048780487805,0.4141309953584322,0.4391691394658754,0.11260709914320685,2,196.0,88.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1252850.0
0.0,0.0012690355329949238,0.0028698979591836736,0.0,0.0048543689320388345,0.004672897196261682,0.005479452054794521,0.17659574468085104,0.006338028169014085,0.0035197497066875244,0.002898550724637681,0.03658536585365854,0.005157297576070139,0.005934718100890208,0.0,1,193.0,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,268468.0
0.0,0.0583756345177665,0.1690051020408163,0.033950617283950615,0.09101941747572814,0.004672897196261682,0.08767123287671233,0.2648936170212766,0.09859154929577466,0.07508799374266718,0.043478260869565216,0.7804878048780488,0.0959257349149046,0.18991097922848665,0.04773561811505508,2,188.0,81.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,429549.0
0.0,0.017766497461928932,0.1533801020408163,0.009259259259259259,0.0703883495145631,0.02336448598130841,0.07534246575342465,0.10425531914893617,0.09507042253521128,0.049276495893625344,0.008695652173913044,0.5487804878048781,0.07684373388344508,0.16913946587537093,0.03059975520195838,3,188.0,79.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,225513.0
0.06097560975609756,0.025380710659898473,0.2771045918367347,0.024691358024691357,0.1407766990291262,0.06074766355140186,0.14794520547945206,0.06914893617021277,0.2084507042253521,0.120844739929605,0.11594202898550725,0.6585365853658537,0.16297060340381642,0.2522255192878338,0.09302325581395349,2,196.0,95.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,939638.0
0.08536585365853659,0.0,0.2525510204081633,0.0,0.06067961165048543,0.03271028037383177,0.0684931506849315,0.010638297872340427,0.06338028169014084,0.040281579976535004,0.3101449275362319,0.5365853658536586,0.04641567818463125,0.3590504451038576,0.18237454100367195,1,203.0,97.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1784417.0
0.8170731707317074,0.0038071065989847713,0.7723214285714285,0.0,0.5546116504854368,0.07476635514018691,0.626027397260274,0.003191489361702128,0.645774647887324,0.4509190457567462,0.744927536231884,0.9390243902439025,0.4744713769984528,0.5816023738872403,0.3574051407588739,2,203.0,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2480644.0
0.024390243902439025,0.07868020304568527,0.20631377551020405,0.05864197530864197,0.12378640776699028,0.02336448598130841,0.1136986301369863,0.2680851063829787,0.1302816901408451,0.10559249120062573,0.0927536231884058,0.6829268292682927,0.12738525012893245,0.24332344213649854,0.06364749082007343,5,198.0,83.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,232672.0
0.0,0.021573604060913704,0.13424744897959182,0.015432098765432098,0.046116504854368925,0.014018691588785045,0.045205479452054796,0.22127659574468084,0.0471830985915493,0.035588580367618305,0.011594202898550725,0.3902439024390244,0.04332129963898917,0.16913946587537093,0.03549571603427172,2,190.0,81.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1073872.0
0.012195121951219513,0.0,0.028698979591836732,0.0,0.010922330097087377,0.004672897196261682,0.012328767123287671,0.027659574468085108,0.024647887323943664,0.011732499022291749,0.005797101449275362,0.12195121951219513,0.018050541516245487,0.017804154302670624,0.012239902080783353,2,190.0,81.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,760659.0
0.0,0.0012690355329949238,0.012755102040816327,0.0,0.00849514563106796,0.0,0.009589041095890411,0.09148936170212765,0.014084507042253521,0.0058662495111458735,0.002898550724637681,0.10975609756097561,0.010830324909747292,0.01483679525222552,0.007343941248470012,1,198.0,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,232672.0
0.07317073170731708,0.0025380710659898475,0.2927295918367347,0.0030864197530864196,0.09466019417475727,0.07009345794392523,0.10547945205479452,0.020212765957446806,0.10352112676056338,0.08095424325381306,0.2811594202898551,0.8170731707317074,0.07684373388344508,0.41543026706231456,0.18971848225214197,2,211.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,979013.0
0.5487804878048781,0.0,0.26307397959183676,0.0,0.09708737864077668,0.04205607476635514,0.1095890410958904,0.00425531914893617,0.1471830985915493,0.07587016034415331,0.1826086956521739,0.6463414634146342,0.10778751933986593,0.3620178041543027,0.12117503059975519,2,201.0,95.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,939638.0
0.024390243902439025,0.03299492385786802,0.2554209183673469,0.021604938271604937,0.09587378640776698,0.014018691588785045,0.09863013698630137,0.1606382978723404,0.10563380281690142,0.06726632772780602,0.04927536231884058,0.8170731707317074,0.09076843733883445,0.39762611275964393,0.07343941248470012,3,198.0,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1073872.0
0.0,0.0038071065989847713,0.11447704081632652,0.0030864197530864196,0.0558252427184466,0.004672897196261682,0.06164383561643836,0.04042553191489361,0.06901408450704226,0.041063746578021115,0.008695652173913044,0.3048780487804878,0.05208870551830841,0.08308605341246292,0.02570379436964504,3,183.0,77.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,563783.0
0.0,0.019035532994923856,0.23373724489795916,0.015432098765432098,0.2245145631067961,0.004672897196261682,0.24657534246575344,0.04148936170212766,0.271830985915493,0.17833398513883456,0.057971014492753624,0.5487804878048781,0.2068076328004126,0.20474777448071219,0.06119951040391676,5,203.0,92.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,384804.0
0.2804878048780488,0.0748730964467005,0.42793367346938777,0.05864197530864197,0.24514563106796114,0.06542056074766354,0.25068493150684934,0.12659574468085105,0.30845070422535215,0.18654673445443878,0.19420289855072465,0.7195121951219512,0.2563176895306859,0.2759643916913947,0.14075887392900854,2,188.0,90.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,232672.0
0.0,0.0,0.02519132653061224,0.0,0.010922330097087377,0.02336448598130841,0.012328767123287671,0.043617021276595745,0.015492957746478872,0.009385999217833398,0.034782608695652174,0.36585365853658536,0.011346054667354307,0.050445103857566766,0.022031823745410035,2,213.0,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,902052.0
0.0,0.0583756345177665,0.4164540816326531,0.037037037037037035,0.3349514563106796,0.1822429906542056,0.36164383561643837,0.08297872340425531,0.3838028169014085,0.2901838091513492,0.30434782608695654,0.8536585365853658,0.3047962867457452,0.34124629080118696,0.12362301101591186,3,196.0,90.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1700297.0
0.024390243902439025,0.12055837563451775,0.17442602040816324,0.1111111111111111,0.1128640776699029,0.004672897196261682,0.07808219178082192,0.4212765957446809,0.10211267605633803,0.09268674227610481,0.020289855072463767,0.6707317073170732,0.12377514182568335,0.09792284866468844,0.020807833537331698,2,188.0,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1252850.0
0.0,0.03426395939086294,0.117984693877551,0.024691358024691357,0.09587378640776698,0.0,0.09726027397260274,0.1553191489361702,0.11408450704225352,0.07430582714118107,0.06376811594202898,0.5731707317073171,0.09747292418772564,0.11572700296735905,0.02570379436964504,2,196.0,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1503420.0
0.13414634146341464,0.0,0.45567602040816324,0.0,0.30339805825242716,0.1542056074766355,0.3424657534246575,0.0010638297872340426,0.37746478873239436,0.2725850606179116,0.15942028985507248,0.8658536585365854,0.27643115007735947,0.7002967359050445,0.17992656058751527,2,213.0,102.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1669870.0
0.12195121951219512,0.0025380710659898475,0.1565688775510204,0.0030864197530864196,0.10922330097087378,0.07476635514018691,0.12191780821917808,0.014893617021276595,0.13732394366197184,0.07860774344935471,0.1072463768115942,0.4146341463414634,0.10159876224858175,0.10979228486646884,0.09914320685434516,4,211.0,113.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3311104.0
0.07317073170731708,0.04187817258883249,0.5283801020408163,0.018518518518518517,0.44417475728155337,0.04205607476635514,0.4931506849315069,0.04148936170212766,0.5711267605633803,0.34610872115760655,0.2144927536231884,0.975609756097561,0.43527591542031974,0.47477744807121663,0.11505507955936352,2,196.0,95.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,581681.0
